Shop Name,Owner,location,Description,Review,Sales,Item Types,Reviews
TreasuresofIndia,etsyhereIcome,N/A,"Treasures of India
                                ",0,0,[],[]
TreasuretroveIndia,Krishna,"Udaipur, Rajasthan","Treasure Trove India
                                ",5,75,"['Art', 'Jackets', 'Shawls and Stoles', 'Suzani', 'Tapestries', 'Vintage Artifacts', 'Vintage Hand Embroidery']","[['Ashley', '5', ""I'm very impressed with the quality of these. I bought some similar items from another store and I can really see the difference. These are comfortable and fit well. Shipping was fast and the seller included a few token gifts which was really thoughtful. Ordering custom kaftans was super easy. Highly recommend this seller.""], ['Bonitainteriors', '5', 'Absolutely fabulous and special pieces of clothing. Generous and kind seller. Fast shipping, I absolutely love everything...will purchase more!!!'], ['David', '5', 'Outstanding piece,  thank you.  Looks better in person, you must have a doctorate in packing because it made it safely and so fast. Exceeded my expectations'], ['Silvia', '5', 'Another piece of art with intense bright colours! This textile and the other that I bought really bring joy and positive energy with their beauty ❤️. Thank you Krishna!'], ['Silvia', '5', 'A beautiful vintage piece, even better in person! The seller was very quick  with shipping  and delivery was super fast. Krishna is really kind, helpful and friendly. You can feel his authentic passion for Indian Textiles. I highly recommend him and his pieces of art! ❤️'], ['Ashley', '5', ""These mirror trims/belts are so colorful and fun! Perfect for my sewing projects. I've already used one as a trim on a small handbag I made. Shipping was fast as always. Thank you!""], ['abitlay', '5', 'Lovely jacket! Very quick response from the seller and delivery was super fast!! Xx'], ['Ashley', '5', ""Another stunning textile from this seller's shop. Colors are vibrant and exactly as pictured. Fast shipping as always and everything was carefully packed. He even included a lovely gift for my baby daughter which was so sweet. Thank you so much!""], ['Jasmine', '5', 'I love this kantha! It layers well and keeps me quite warm. I also received a free pashmina and patchwork wallet-sized bag! Such sentimentality in this shipment that is much appreciated ❤️'], ['Janette', '5', 'Beautiful beautiful suzani! Not only looks great, but feels great, too! The shipment arrived so quickly--AND the seller included a surprise gift for me!! I wholeheartedly recommend this store and this seller.']]"
TreatsofIndia,"Aneesh, Ashima Gupta","New Jersey, United States","Unique handmade gifts, home decor, art and sculptures
                                ",0,0,[],[]
TrendyShopIndia,Sahil,"Udaipur, Rajasthan","We are maker and designer of metal craft
                                ",0,0,[],[]
TresorieJewelsIndia,Reenu Jain,"Udaipur, Rajasthan","Jewellery| Handicrafts | Artefacts
                                ",0,0,[],[]
TresorJewellry,Kristyn,"Surat, Gujarat","Gold Jewelry, Gold Wedding Bands, Engagement Rings
                                ",4.8,30,"['On sale', 'Salt & Pepper Diamond', 'Black Rutilated Quartz', 'Morganite Rings', 'Sandstone Rings', 'Moss Agate Rings', 'Tanzanite Rings', 'Rings', 'Alexandrite Ring', 'Wedding Band', 'Opal Rings', 'Moonstone Rings']","[['Darryl', '5', 'Came as expected and was happy'], ['Michela', '5', 'Wow. Just wow. I got two rings. One for myself and a matching one for my partner. The diamond is much darker in person, but I really like it. It was the aesthetic I was going for. I especially love the salt and pepper diamonds in the wedding band. They help to frame the main diamond and bring your attention to the main stage. \n\nMy partner loves hers too. She couldn’t stop looking at it driving home and played with the light that bounced off from the sun. It was wonderful to watch her be so excited about it. \n\nWe’ve gotten many compliments since. \n\nThe seller was communicative, but the shipping was pretty delayed in my opinion.'], ['Donovan', '5', 'The seller got back to me with all my comments within a few hours and was very kind and the quality of the ring is amazing'], ['Thomas', '5', 'Beautiful ring! My wife loves it and it suits her well. The item took a while to make and ship, but the vendor was responsive to messages and helped keep me in the loop as to where we were in the process. Thank you!'], ['Sharann', '4', 'N/A']]"
TrimsfromIndia,Dee Thomas,"Byron Bay, Australia","Decorative Trims from India
                                ",0,0,[],[]
TRINDIA,holly church,"Georgia, United States","Natural Bath & Body Products Made With A Mother's Love
                                ",0,0,[],[]
TrixieAndPearl,India Bottomley,"Voissay, France","Gifts & Keepsakes
                                ",1,1,[],"[['Jessica', '1', 'Client did not respond to any of my attempts of contact and never shipping my items.']]"
TroveCraftIndia,Trovecraft India,"Hyderabad, Telangana","Your Window Into India
                                ",5,194,"['Homeware', 'Handpainted Enamelware', 'Stackable Tiffins']","[['Ana', '5', 'Incredibly beautiful, you can see it is made with great care, much prettier than on photos.\nCame all the way to UK with light speed, in only 3 days!'], ['renee', '5', 'These are such special little glasses.  we love drinking fresh juices from them.  The vibrant colors make them stand out, getting compliments from guests.'], ['drprahalad', '5', 'Tiffin was beautiful and came earlier than expected.  Love this piece!  Painting is nicely detailed even close up.'], ['Skyela484', '5', 'Exquisite! I absolutely love this little lunch box!'], ['Steve', '5', 'This made an absolutely gorgeous gift!'], ['Maryam', '5', 'The item came perfectly well wrapped. It’s super pretty. I can’t wait to use it!'], ['Riccardo', '5', 'The package arrived and everything is ok.'], ['Allison', '5', 'Beautiful! Arrived amazingly quickly, and seller was kind and responsive. Thank you!'], ['Flora', '5', 'Bought as a gift, recipient absolutely loved it! She said it is beautiful, funky, practical & environmental :-)'], ['Sara', '5', 'I purchased two different items both are so incredibly beautiful. The pictures do not do the items justice! They are gorgeous!! Shipping was so fast, much faster than most items I’ve purchased from Etsy.']]"
TrustcraftingIndia,Harsh aseri,"Jodhpur, Rajasthan","Handmade leather bags
                                ",0,0,[],[]
trustedsellerINDIA,Naman Halaie,"Nagpur, Maharashtra","TRUSTED SELLER
                                ",4.5833,126,"['SAI BABA STATUE', 'GANESH STATUE', 'HANUMAN JI STATUE', 'BUDDHA STATUE', 'KRISHNA STATUE', 'HOME DECOR Table Tops', 'RADHA KRISHNA STATUE', 'TIRUPATI BALAJI STATUE', 'SHIVA STATUE', 'LAXMI JI STATUE', 'LAKSHMI SARASWATI GANESH', 'CHRISTIAN RELIGIOUS', 'GODDESS DURGA STATUE', 'ASH TRAY']","[['Christopher', '4', 'Acceptable Quality, quick and solid support'], ['sharu', '5', 'The process was very efficient.  I gave this as a gift to my Mom and she LOVED it.  It was wrapped with care so it did not get damaged in transit.  THANK YOU!\nThe customer service was impeccable.  I will  be coming back!'], ['Anna', '5', 'This was a gift for my husband.\nHe loved it! Great quality.'], ['Carolina', '5', 'Arrived sooner than expected and the statue is exactly as pictured!'], ['Shaibal', '5', 'Absolutely amazing experience. Delivered as promised, on-time and flawless, exactly as expected. Definitely recommend the seller. Thanks!'], ['Nandini', '5', 'A well known combination of Gods which are presented with good detail in mind. Looks glorious and charming with a wonderful glow of copper. Thanks for sending them well wrapped. The packaging definitely needs appreciation.\nThanks'], ['Nandini', '5', 'A well presented item with a rare coincidence of Lord Ganesha and Chinese fan. Looked very good.'], ['Nandini', '5', 'A wonderful charming Lord Krishna statue was received well packaged  and in good order. The item was shipped and delivered in time. Thanks for the lovely item.'], ['Priyanjali Acharya', '5', 'Extremely well finished product. No scope of any complain. Naman is a very reliable person and does his job with heart and soul.  Thank you.'], ['S', '5', 'So happy with this item, absolutely beautiful and such great customer service received. It was bought as a birthday gift and thankfully arrived in very good time. I know the intended recipient will be over the moon with this beautiful murti. \n\nWould definitely purchase from this seller again.\n\nThank you so much.']]"
TSFHIndianJewelry,Zoha Shaikh,"Mumbai, Maharashtra","Indian Fashion Jewelry Hub
                                ",4.2,118,['Bridal Necklace Set'],"[['Akriti', '5', 'Amazing set'], ['nibaditajulie', '5', 'Order arrived on time. Nicely wrapped with care. Love it.\nThank you. I would definitely shop again.'], ['Nowreen', '5', 'good communication with the seller...replies fast👏👌'], ['Divya', '5', 'Order came in time and what a beautiful piece! Thank you very much.'], ['AkilaCoast', '5', 'Beautiful set! It looks as beautiful as pictured, and the seller was in constant communication with me to make sure my item arrived on time. Great service!'], ['138820a', '5', 'earring are very cute! they threw in a  simple pair of earrings too for free. thank you so much'], ['Nancy', '5', 'The earring set was exactly as shown in the image. It is a gorgeous, light-weight, and perfectly sized piece. The seller was extremely courteous and kind throughout the entire purchasing and shipping process. The item was dispatched 2 days after I purchased it, and was received the item in less than 2 weeks. Great Buy!'], ['Soondus', '5', 'Very beautiful you won’t regret purchasing!'], ['Sukh', '5', 'Beautiful necklace set and thanks for extra pair of earrings for free.surely buy from this seller again.thanks'], ['sara', '4', 'It’s a really nice shimmery shiney piece\r\nThe only thing the Knot at the back not tightening all the way up and the fitting looks really loose to wear']]"
TulsiIndia,Tulsi,"Rajasthan, India","Indian Fashion Jewelry Hub
                                ",4.2,0,[],[]
UltraTribeIndia,Ultra Trbe Fabric and Apparels,"New Delhi, Delhi","Premium Psychedelic Clothing
                                ",0,0,[],[]
UneekCreationzIndia,uc,"Maharashtra, India","Created with Love
                                ",0,0,[],[]
UnicraftsIndia,Samadullah,"Indore, Madhya Pradesh","I am an Indian Handmade Artist.
                                ",0,0,[],[]
UniqueArtzIndia,Sp,N/A,"Thoorihaa
                                ",0,0,[],[]
UniqueClubShop,Shiv Kumar,"Jaipur, Rajasthan","Designed by love and just made for you.
                                ",0,0,[],[]
UNIQUECRAFT12India,Mr UNIQUE,"Rajasthan, India","LEATHER MANUFACTURER &  HANDMADE PRODUCT
                                ",0,0,[],[]
UniquefindsfromIndia,Minaxi,N/A,"Unique finds from faraway places
                                ",4.9091,65,[],"[['Ruby', '5', 'Beautiful - thank you!'], ['kasia', '5', 'great service, lovely item. thank you'], ['Jane Adams', '4', 'Very happy with my purchase - thank you!'], ['Botryoid', '5', 'Gorgeous colours, well cared for fabric.'], ['ioanna', '5', 'The quilt looks amazing even better than the photos. The delivery was faster than I expected.\nThank you 🙏'], ['KT Did', '5', 'Beautiful quality material, exactly as it looks in the photo. I love this gorgeous quilt! It also came packaged in a very useful cotton shopping bag...nice touch! I will definitely buy from this seller again, thank you!'], ['Hilary', '5', ""Totally delighted with my purchase. Arrived quickly and is really lovely to look at and we'll made.\nRecommend this sellar""], ['Michelle Carolin', '5', 'N/A'], ['Kerry', '5', 'N/A'], ['Eva', '5', 'N/A']]"
Uniquelightsindia,Amaan,N/A,"Handmade Unique and Beautiful lamps And Lights Decor.
                                ",5,10,"['Home Decor', 'Big Tripod Floor Lamp']","[['SalviaNoctua', '5', ""Such a wonderful little armillary, I'm really happy with it! Thank you very much!!""]]"
UniqueLookJewels,Rahul,"Nānpāra, Uttar Pradesh","Handmade Jewellery
                                ",0,0,[],[]
UniqueSilverIndia,VIKAS JI,"Jaipur, Rajasthan","Handmade Silver Jewelry Earrings, Rings, Bracelet.
                                ",0,0,[],[]
UNITEDHANDICRAFTS,IQRA KHAN,"Dehradun, Uttarakhand","Best handicrafts in india
                                ",4.087,826,"['On sale', 'ARMOUR SUIT COLLECTION', 'HALF ARMOUR COLLECTION', 'DIVING HELMET COLLECTION', 'HELMET COLLECTION', 'FACE MASK COLLECTION', 'SHOULDER COLLECTION', 'CHEST ARMOUR COLLECTION', 'GLOVES COLLECTION', 'LEG ARMOUR COLLECTION', 'SHIELDS COLLECTION', 'STICKS & CANE COLLECTION', 'HOME DECOR COLLECTION', 'NAUTICAL COLLECTION', 'NECK PROTECTIONS', 'PORTHOLE COLLECTIONS', 'FOREARM PROTECTOR', 'KNIGHT TEMPLAR CLLOTHES']","[['Santo', '5', 'The Shoulders arrived with the exact Quality depicted! Already bought the front and back. Really, can only recommend this Seller to anyone! Perfect!'], ['Ruben Fuentes', '5', 'Great Customer service skills. The item looks Great 😊 \n\nThanks,\nRuben F.'], ['Andrew', '5', 'The item arrived EXTREMELY late but they said they were on holiday so maybe not that late but it took over a month and I tried to get a refund but I’m glad that didn’t work out cuz they are amazing!'], ['darrylcarr2000', '5', 'I initially had issues with the product  but after I spoke with the owners, we came to a mutual resolution. The owner was extremely accommodating  and was happy to satisfy me. 👍'], ['Christopher', '5', ""18 gauge metal, so don't expect it to hold up to heavy combat. However, for the price? Pretty nice!""], ['Vincent', '5', 'The item was delivered as described, undamaged. A welcome addition to my collection of helmets.'], ['wickedgeekish', '5', 'Great quality! Nice and sturdy!'], ['ADAM', '5', 'Looks great! Fits very well, very adjustable.'], ['Kyle', '5', 'Overall it feels great. Little small for me. I have about a 42in chest and cannot clasp the chest strap. I’ll have to extend the straps. But other than that it was great. Some dings/scratches when it arrived, however that’s ok with me because it gives it a bit of character. If you want it pristine, you may want to specify when ordering.'], ['Tess', '5', 'It took a while to get here but I love how they look, perfect for my cosplay!']]"
UniversalGemGalore,Angela Galore,United States,"Fine Handcrafted Jewelry Unique items with modern and s
                                ",4.5758,161,"['On sale', 'Rough', 'Garnet  / Hessonite', 'Ethiopian Opal', 'Tanzanite / Citrine', 'Moonstone / Labradorite', 'Sunstone', 'Turquoise / Larimar', 'Amethyst / Ametrine', 'Morganite', 'Silver Ring', 'Silver Pendant', 'Earrings', 'Anime Collection']","[['Mia', '5', 'Amazing quality, and great service! They even put sapphire on my ring with no charge! It looks gorgeous 💙'], ['Zola', '4', ""These citrines are amazing ! My only complaint was the shipping time. Not all this seller's items may be in America""], ['Zola', '5', 'Beautiful rich in color opals. Im very pleased with both stones I received'], ['Andreas', '5', 'Stones look as described and are really beautiful. My local delivery Service made some misstakes which was not quite obvios at the beginning. So I had to contact the shops support which was very supportiv and friendly'], ['Melissa R. Dolnick', '5', 'My order arrived quickly and the bottle is beautiful. I haven’t used the kohl yet but I’m very exited to. This is an antique bottle, it came with some kohl on it so make sure you clean it well before using it!'], ['Rebecca', '5', 'Thank you so much for my order! Beautiful brass bottle for my collection. Shipping and description was on point.'], ['jendrick231', '5', 'This gem is beautiful and made for a beautiful gift.'], ['anna severina', '5', 'Beautiful stone. Arrived quickly.'], ['Crystal Cabrera Torres', '5', 'thank you so much the opal is gorgeous and I love the little bonus you sent me ☺️❤️👍'], ['Elian', '5', 'Very pretty! I love it!']]"
UniverseArtIndia,Ravish RhynoHyno,"Ambikāpur, Chhattisgarh","Hey their I am selling paintings, arts and Digital Art.
                                ",0,0,[],[]
UnlimitedsBeads,Nancy,"Jaipur, Rajasthan","Manufacturers, Order Suppliers & Exporters All Product
                                ",4.7647,1072,"['On sale', 'New Arrival', 'All Mix stone', 'Smoky / Ametrine', 'Strawberry Quartz', 'Sunstone / Lapis Lazuli', 'Black Spinel /Blue Agate', 'Rondelle / Round Ball', 'Moonstone / Pyrite', 'Citrine / Carnelian', 'Rainbow Moonstone', 'Aquamarine / Labradorite', 'Peridot / Tanzanite', 'Ethiopian Opal', 'Onyx / Chalcedony', 'Opal / Amethyst', 'Vessonite / Larimar', 'Crystal / Rutile', 'Serpentine / Chrysoprase', 'Rhodochrosite / Fluorite']","[['Monica', '5', 'Perfect! Fast shipper! Thank You!'], ['Rafał', '5', 'I recommend, item as described, fast shipping.'], ['Rafał', '5', 'I recommend, item as described, fast shipping.'], ['Rafał', '5', 'I recommend, item as described, fast shipping.'], ['Rafał', '5', 'I recommend, item as described, fast shipping.'], ['janice', '5', 'These are beautiful!! They have an excellent cut to them, very nice indeed!! Jancie58'], ['Rafał', '5', 'I recommend !!! I am satisfied with the shipment and the product.'], ['Rafał', '5', 'I recommend !!! I am satisfied with the shipment and the product.'], ['Rafał', '5', 'I recommend !!! I am satisfied with the shipment and the product.'], ['Richard', '5', 'Very good color, thank you']]"
UpaharIndia,vinayak sharma,India,"Most Romantic Gifts for your Sweetheart
                                ",5,3,[],"[['Bella Designs', '5', 'Great product']]"
UrbanArtIndia,Niti Veda,"North Carolina, United States","Indian vintage wonders.
                                ",0,0,[],[]
UrbanCreativeEcoHome,Brinda,N/A,"Zero Waste Ideas for Sustainable Urban Living
                                ",5,250,"['Furoshiki Cloth Wrap', 'Bento Bags', 'Tea Towels & Napkins', 'Beeswax Food Wraps', 'Scented Wax Tablets', 'Cutlery Travel Roll Ups']","[['Christa', '5', 'I love these organic cotton tea towels. They are high quality and perfect for use in the kitchen.'], ['Christa', '5', 'I love this black & white striped bento bag. I use it for bread but you can use it for anything. I love that it uses organic cotton.'], ['Theo', '5', ""love using these to wrap the lunch boxes. They're a good size and plenty durable.""], ['Sarah', '5', 'Exactly what I wanted. Lovely seller, really helpful. Thanks so much 💗'], ['L. Devin', '5', 'Great items. Really made gift giving this holiday season a little more bright!'], ['MiyabiNa', '5', 'Quick shipping! I was actually expecting it to arrive in January and it arrived before the holidays. Quality and design are very nice - perfect size for a small lunch or snacks. I will probably be back to purchase the next size up!'], ['Emily', '5', ""I always like to wait a while after receiving and using an item I ordered before reviewing it - this way, I can review how the item WORKS or doesn't work well. My family and I all love these towels. They are light and absorbent, and they dry fast. I will order from this shop again! 😊🙏""], ['Thomas', '5', 'Beautiful reusable gift cloth to wrap smaller gifts this year. The seller was kind enough to accommodate a request to ensure all wraps were unique and were not duplicated. \n\nThe business card also has basil seeds in it to plant. Very creative and adds a little extra “wow”\n\nIts nice to see a seller enjoy their works and find creative ways to add to the experience beyond the package.'], ['svalliant244', '5', 'I got these furoshiki as a gift for someone and they loved them! Such an easy, sustainable item. My gift also came with seed paper which will grow basil when I plant it. 10/10 love the company experience and the products!'], ['DesertsWest', '5', 'Really a great item, fast international shipping too, thank you!!']]"
VaaniCreationIndia,vaani creation,"Surat, Gujarat","Wear Your Invisible Crown
                                ",0,0,[],[]
VaanyaHome,Ojas,India,"Indian Hand Made Home Decor
                                ",5,2,['On sale'],"[['Kathy', '5', 'Pretty pillow']]"
valuemartindia,Karan Agarwal,India,"Sarees, Stoles & Dupattas in Pure Silk & Cotton Fabric
                                ",4.893,17507,"['On sale', 'PURE SILK SARIS', 'Pure Tussar Silk Sari', 'PURE COTTON SARIS', 'Trims , Borders & Laces', 'VINTAGE STOLE/ DUPATTA', 'Embroidered Sarees', 'PURE SILK KIMONOS', 'SHORT DUSTER KIMONOS', 'MIDI KIMONOS', 'pure silk wrap tops', 'Pure Silk Kaftans', 'COTTON KAFTANS']","[['Vera', '5', 'Beautiful light fabric, co.our as expected, came amazingly quickly'], ['Marie-Paule', '5', 'Beautifull saree as usual ! Very fast delivery ! Good seller ! Thanks !'], ['Marie-Paule', '5', 'Beautifull saree as usual ! Very fast delivery ! Good seller ! Thanks !'], ['Marie-Paule', '5', 'Beautifull saree as usual ! Very fast delivery ! Good seller ! Thanks !'], ['Beauclerk', '5', 'Beautiful,  well-crafted duster kimono. Incredibly fast shipping. Thank you!'], ['Rachel V', '5', 'This sari is absolutely gorgeous.\nI am going back to shop more this weekend.\nthank you!'], ['Christina', '5', 'So very lovely! I am always happy when buying from this shop. Karan is so helpful, shipping so fast and the robes and kimonos are very well made.'], ['Christina', '5', 'Such an incredibly beautiful kimono! As always a pleasure to shop with Karan!'], ['Jo', '5', 'Great sari many many thanks'], ['Jo', '5', 'Great sari many many thanks']]"
VAMAIndia,Rajeshwari,"Bhopal, Madhya Pradesh","Indian brand handcrafted by women's for apparels.
                                ",0,0,[],[]
VanArcIndia,Nafisa,"Telangana, India","Skin & Hair Care Shop - Natural Ingredients
                                ",0,0,[],[]
VandSindia,V and S,India,"We make finest quality authentic handmade products.
                                ",3.6667,10,"['Party Wear', 'Casual Wear', 'Kurta', 'Ethnic Bags', 'Lanyards and Chains']","[['Aneesh', '5', 'very nice potli bag for any function!'], ['Leena', '5', 'Gorgeous!! Prettier than expected. Shipping time was expected too'], ['Elena', '5', 'this dress is so beautiful !!! I have no words to say thank you !!! elena'], ['Parveen', '3', 'N/A'], ['Parveen', '3', 'N/A']]"
VanshGemsIndia,Sonam Tanwar,"Jaipur, Rajasthan","""Welcome"" We make All Type Handmade Gems Beads & Jewelr
                                ",4.5,16,['On sale'],"[['Life of a Tree', '5', 'N/A'], ['Carmelita Harris', '4', 'N/A']]"
VastraIndia,Vastra India,"New Delhi, Delhi","Vastra - bringing you the best of handmade clothing.
                                ",4.9699,2404,"['Box of Wax', 'Silk', 'Cotton', 'Poetry In Motion', 'A Tale of Dots', 'The Handwoven Dream', 'Dream in Color', 'A walk with ahimsa', 'Blocks & Mud', 'Thread By Thread']","[['Dianna', '5', 'stunning throw! Would purchase again'], ['thaigarlicbreath', '5', 'Beautiful colors and great quality work. Items arrived quickly.'], ['Quyen', '5', 'Wonderful and soft dupatta. Very high quality. Would buy again.'], ['Quyen', '5', 'Very beautiful in person. Extremely happy with quality. Would buy again.'], ['Alicia', '5', 'I am extremely happy with my purchase, and it’s the fastest delivery from India I have ever gotten. Most impressive. I am entering hospital & I wanted something elegant to wrap around me to keep the draughts at bay.'], ['Caroline', '5', 'Your scarfs never disappoint and I have stopped buying any others.'], ['Katherine', '5', 'This is beautiful- gorgeous quality'], ['anzyg', '5', 'As gorgeous as the red edged one.'], ['Hema Neeharika', '5', 'The dupatta is beautiful. I love the colors and quality.'], ['anzyg', '5', 'Purchased 2 ikat scarves: various shades of  blue with white and a black and white, grey with cherry red edge. Both are beautifully made and gorgeous. Can be worn in many ways and will be. Love them.']]"
VCraftsIndia,Viddhya Lakshmanan,N/A,"V Crafts India - Handmade Home Decor/Gift Items
                                ",0,0,[],[]
VedinIndia,Swati,"Gurgaon, Haryana","VedinIndia - Heritage Classics
                                ",0,0,[],[]
VelvetNaturalsIndia,Neha Titre,N/A,"Velvet Naturals Handcrafted soap boutique
                                ",0,0,[],[]
VenusNeon,India Atkinson,N/A,"Custom neon sign, wedding sign, party sign, wall decor
                                ",0,0,[],[]
VFjewelleryindia,vinitha,N/A,"Handmade jewellery
                                ",0,0,[],[]
ViaIndia,Simmy,"Georgia, United States","Have an authentic slice of India's Culture & Jewelry 
                                ",0,0,[],[]
VICIVIXI,VICI VIXI by Viviana Q.,N/A,"For faires, witches and mermaids
                                ",4.8864,121,"['Earrings', 'Pendants | Necklaces', 'Rings', 'Home']","[['Gisella Costantino', '5', 'Fantastic ring, the color of the stone and the workmanship are exceptional, I would take it back immediately.'], ['Simone', '5', 'Simply gorgeous and packaged with care!'], ['Annalisa', '5', 'Anello molto bello e particolare, si nota subito! Very beautiful and special ring, you notice immediately!'], ['Patrizio', '5', 'I put 5 stars to everything since the ring is beautiful and the lady very professional and helpful.The shipment was really long but it is the fault of the Italian post office.Thank you'], ['Laura', '5', 'Fantastic ring and Viviana was very helpful and kind. I am very happy and will buy from her again!'], ['Silvana', '4', 'The product is great... but the lid came broken!'], ['Inga', '5', 'Beautiful! Great packaging!'], ['Natascia', '5', 'Absolutely beautiful. Sublime in its simplicity. Perfect for me!'], ['Alessia Rufo', '5', 'Super nice, like all the things bought by her 🤩'], ['Melania', '5', 'second purchase but definitely not the last.... I love the style and simplicity of these jewels']]"
VillageCraftsIndia,Asama,N/A,"WE MAKE ONLY HANDMADE PRODUCTS ITIS OUR IDENTITY.......
                                ",3.8,162,"['On sale', 'Kantha Quilts', 'Kimono Robes', 'Night pajama set', 'Garden Umbrella', 'Floor Cushion Cover', 'Hand Block Table Cover', 'Kantha Jackets', 'saree Blouse Cholis', 'Hand Block Umbrella']","[['Sharyn L.', '4', 'After waiting a long time I finally received my order although I asked the vendor if it would come on time for the birthday of my daughter.'], ['Sameena', '4', ""The product looks like the picture and looks like good quality. But it was horribly packed in cardboard. I  unpacked four days after receiving it, and the box was soft, and the umbrella is still wet. Glad it's a patio umbrella because it held up.""], ['erinmodglin', '3', 'The images showed two different patterns. I thought it was showing a front and back pattern. But it’s one sided, and the pattern I got is not the ons what I was after. The images also imply that the blanket is brighter and lighter pinkier hue. But in reality the background is taupe. It’s a muddier color palette overall. It’s pretty, but not what I expected.'], ['alveena', '2', '1. The blouse showed up 10 days late (not in time for the event I wanted to wear it at) \n2. The material quality is terrible. It itches and sounds like plastic when you move.\n3. Stitching is awful. The cups are placed at a hilariously awkward spot'], ['CATHERINE', '5', 'Quilts came in and they are beautiful!'], ['jotallar', '1', ""The jacket looked nothing like the jacket pictured on Etsy.  The style of the jacket is also NOT as pictured (it doesn't drape the same and the sleeves are huge.  The jacket I received was primarily brown with large red and yellow flowers.  The material on the inside of the jacket is tye dye of every color of the rainbow.\n I could never bring myself to wear this jacket. \nSimply ATROCIOUS...""], ['garimaah', '5', 'It turned out to be exactly what I was hoping for. very comfy and beautiful'], ['caroline', '2', 'very dull compared to picture with inside more interesting than a black/orange  outside.  not what I had hoped for'], ['Pav', '1', 'poor quality of fabric and stitching leaves a lot to be desired.'], ['Sonal', '5', 'The quality of item matched what I paid for it. I am happy with my purchase.']]"
VillageIndiaStudio,Mahi,"Udaipur, Rajasthan","Beautiful Indian Handmade Unique Leather Goods
                                ",0,0,[],[]
VinayakEmbellishment,Asha,N/A,"Embroidery trims, fabrics, appliques, fringes and more
                                ",4.8481,1613,"['On sale', 'Embroidered Trims Ribbon', 'Wholesale', 'Fringe gimp braided trim', 'Gold trim Sequins Beads', 'White Embroidery Trims', 'Cotton Fabric', 'Embroidery Trims Bundles', 'Brocade fabric', 'Embroidered Fabrics', 'Jacquard woven trims', 'Appliques', 'Tassels', 'Carved Wooden Stamp', 'Recycled Ribbons', 'Fabric Bundles', 'Silk Fabric by yard', 'Clearance Trims']","[['Margie', '5', 'Received quickly, thank you so much!'], ['Brandi', '5', 'Beautiful trim, color and style as pictured.  Lovely seller!'], ['Nola', '5', 'Stolen from mail but company offered to replace!!!!!'], ['Nola', '5', 'I cannot explain how wonderful this company is.  Product was stolen from mail box and they still offer to replace.'], ['Nola', '5', 'This product was also stolen from the mail but this amazing company has offered to replace.  There is no better offer than that one.'], ['Nola', '5', 'I love your products but this was stolen from the mail. Asha is offering to replace,  what an amazing company. Never worry about buying from this wonderful lady.'], ['andrealeedacy', '5', 'N/A'], ['andrealeedacy', '5', 'N/A'], ['andrealeedacy', '5', 'N/A'], ['sydneyrtucker21', '5', 'N/A']]"
vinayaktextileindia,vinayak textile,N/A,"Recycled silk,Brocade,Cotton Fabrics, Embroidery trims
                                ",4.9362,2095,"['On sale', 'Bundles of Fabrics', 'Bundles of Trims', 'Embroidery Trims Laces', 'woven lace trim', 'Recycled Silk', 'Recycled Ribbons', 'Vintage Treasure', 'Multicolor Fringes Trims', 'Recycled saris', 'Jacquard Brocade Fabric', 'CARVED WOODEN STAMP', 'Cotton Kantha', 'Cotton fabrics', 'Appliques Embellishment', 'GRAB BAG', 'Tie Dye Silk Fabric', 'DYE ABLE FABRICS']","[['CANAVAR', '5', ""One of the best sellers i've come accross on etsy. \n\nQuality items!""], ['Juliann', '4', 'Wasn’t pink but seller will send me pink!'], ['Moco', '5', 'Good quality, nice attitude and very polite response.'], ['Barbara', '5', 'Attentive seller.  Fast shipping.  Gorgeous sequin work and color.'], ['Rosa', '5', 'Very beautiful trim, thank you seller'], ['CANAVAR', '5', ""One of the best sellers i've come across on etsy. \n\nQuality items!""], ['CANAVAR', '5', ""One of the best sellers i've come accross on etsy. \n\nQuality items!""], ['CANAVAR', '5', ""One of the best sellers i've come across on etsy. \n\nQuality items!""], ['CANAVAR', '5', ""One of the best sellers i've come accross on etsy. \n\nQuality items!""], ['CANAVAR', '5', ""One of the best sellers i've come accross on etsy. \n\nQuality items!""]]"
VintageIndiaNYC,Ishwari L Keller,"New York, United States","Best store in NYC for Classic Indian Styles.
                                ",5,2,[],"[['Karen', '5', ""Although the item wasn't what I wanted (which was all my responsibility for not assessing properly), I want to acknowledge the prompt attention I received in returning it.""], ['Carol Jean', '5', 'N/A']]"
VintagejewellerIndia,Punit,N/A,"We are making indian traditional handmade jewelry
                                ",0,0,[],[]
Vintagerecycleart,Humaira Sheikh,"Jaipur, Rajasthan","Luxury Cotton Garments
                                ",0,0,[],[]
VintageRugsIndia,VintageRugs,"Jabalpur, Madhya Pradesh","Authentic handmade rugs
                                ",0,0,[],[]
